날짜,항공사,출발시간,가격
2024.03.15 Fri,에어부산,"18:30NRT21:00ICN직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 328,600원~"
2024.03.15 Fri,이스타항공,"11:50NRT14:30ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 336,000원~"
2024.03.15 Fri,대한항공,"20:35NRT23:20ICN직항, 02시간 45분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 348,600원~"
2024.03.15 Fri,아시아나항공,"19:20NRT22:10ICN직항, 02시간 50분주의사항 야간 도착편","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 351,300원~"
2024.03.15 Fri,티웨이항공,"14:35NRT17:35ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 356,400원~"
2024.03.15 Fri,대한항공,"19:10NRT22:00ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 368,200원~"
2024.03.15 Fri,아시아나항공,"13:20NRT15:55ICN직항, 02시간 35분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 421,400원~"
2024.03.15 Fri,대한항공,"09:15NRT12:00ICN직항, 02시간 45분","성인/KB국민카드(이용실적 충족시)편도 491,000원~"
2024.03.15 Fri,아시아나항공,"09:00NRT11:40ICN직항, 02시간 40분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 496,600원~"
2024.03.15 Fri,일본항공,"14:00NRT16:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.15 Fri,일본항공,"09:15NRT12:00ICN직항, 02시간 45분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.15 Fri,일본항공,"20:35NRT23:20ICN직항, 02시간 45분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.15 Fri,일본항공,"17:00NRT19:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.15 Fri,ANA,"15:50NRT18:40ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,255,100원~"
2024.03.15 Fri,ANA,"19:20NRT22:10ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
2024.03.15 Fri,ANA,"09:00NRT11:40ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
2024.03.15 Fri,ANA,"13:20NRT15:55ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
2024.03.16 Sat,에어서울,"11:25NRT14:05ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 276,300원~"
2024.03.16 Sat,에어서울,"13:10NRT15:45ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 276,300원~"
2024.03.16 Sat,이스타항공,"11:35NRT14:15ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 286,900원~"
2024.03.16 Sat,이스타항공,"19:05NRT21:35ICN직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 286,900원~"
2024.03.16 Sat,이스타항공,"11:50NRT14:30ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 286,900원~"
2024.03.16 Sat,티웨이항공,"11:35NRT14:35ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 296,700원~"
2024.03.16 Sat,에티오피아항공,"20:30NRT23:10ICN직항, 02시간 40분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 300,900원~"
2024.03.16 Sat,에어프레미아,"12:10NRT14:45ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 303,300원~"
2024.03.16 Sat,대한항공,"20:35NRT23:20ICN직항, 02시간 45분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 304,400원~"
2024.03.16 Sat,대한항공,"17:00NRT19:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 304,400원~"
2024.03.16 Sat,에어서울,"20:00NRT22:30ICN직항, 02시간 30분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 309,000원~"
2024.03.16 Sat,진에어,"19:10NRT22:00ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 312,100원~"
2024.03.16 Sat,아시아나항공,"19:20NRT22:10ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 314,900원~"
2024.03.16 Sat,에어부산,"18:30NRT21:00ICN직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 328,600원~"
2024.03.16 Sat,에어부산,"11:10NRT13:50ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 328,600원~"
2024.03.16 Sat,진에어,"13:00NRT15:55ICN직항, 02시간 55분","성인/KB국민카드(이용실적 충족시)편도 336,600원~"
2024.03.16 Sat,진에어,"11:00NRT14:00ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 336,600원~"
2024.03.16 Sat,진에어,"15:15NRT18:15ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 336,600원~"
2024.03.16 Sat,대한항공,"14:00NRT16:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 348,600원~"
2024.03.16 Sat,제주항공,"11:35NRT14:30ICN직항, 02시간 55분","성인/KB국민카드(이용실적 충족시)편도 355,700원~"
2024.03.16 Sat,티웨이항공,"14:35NRT17:35ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 356,400원~"
2024.03.16 Sat,아시아나항공,"13:20NRT15:55ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 359,200원~"
2024.03.16 Sat,아시아나항공,"15:50NRT18:40ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 359,200원~"
2024.03.16 Sat,대한항공,"19:10NRT22:00ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 368,200원~"
2024.03.16 Sat,제주항공,"14:00NRT16:45ICN직항, 02시간 45분","성인/삼성카드편도 381,000원~"
2024.03.16 Sat,제주항공,"19:50NRT22:50ICN직항, 03시간 00분주의사항 야간 도착편","성인/삼성카드편도 381,000원~"
2024.03.16 Sat,아시아나항공,"09:00NRT11:40ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 501,600원~"
2024.03.16 Sat,대한항공,"09:15NRT12:00ICN직항, 02시간 45분","성인/KB국민카드(이용실적 충족시)편도 554,800원~"
2024.03.16 Sat,일본항공,"14:00NRT16:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.16 Sat,일본항공,"09:15NRT12:00ICN직항, 02시간 45분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.16 Sat,일본항공,"20:35NRT23:20ICN직항, 02시간 45분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.16 Sat,일본항공,"17:00NRT19:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,212,100원~"
2024.03.16 Sat,ANA,"15:50NRT18:40ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,255,100원~"
2024.03.16 Sat,ANA,"19:20NRT22:10ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
2024.03.16 Sat,ANA,"09:00NRT11:40ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
2024.03.16 Sat,ANA,"13:20NRT15:55ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 1,296,000원~"
